"KR4of10.orf","KR4of10.position","KR4of10.name"
"YAL067C",400,"YAL067C_400"
"YAR002C-A",32,"YAR002C-A_32"
"YAR002C-A",158,"YAR002C-A_158"
"YAR002W",306,"YAR002W_306"
"YAR003W",103,"YAR003W_103"
"YAR007C",91,"YAR007C_91"
"YAR008W",91,"YAR008W_91"
"YAR014C",140,"YAR014C_140"
"YAR015W",201,"YAR015W_201"
"YAR018C",40,"YAR018C_40"
"YAR018C",159,"YAR018C_159"
"YAR018C",207,"YAR018C_207"
"YAR018C",398,"YAR018C_398"
"YAR019C",251,"YAR019C_251"
"YAR019C",279,"YAR019C_279"
"YAR019C",516,"YAR019C_516"
"YAR019C",868,"YAR019C_868"
"YAR019C",952,"YAR019C_952"
"YAR031W",20,"YAR031W_20"
"YAR031W",52,"YAR031W_52"
"YAR031W",178,"YAR031W_178"
"YAR033W",99,"YAR033W_99"
"YAR035C-A",7,"YAR035C-A_7"
"YAR035W",644,"YAR035W_644"
"YAR042W",206,"YAR042W_206"
"YAR042W",258,"YAR042W_258"
"YAR042W",605,"YAR042W_605"
"YAR042W",645,"YAR042W_645"
"YAR042W",1127,"YAR042W_1127"
"YAR042W",1175,"YAR042W_1175"
"YAR071W",240,"YAR071W_240"
"YBL001C",31,"YBL001C_31"
"YBL002W",17,"YBL002W_17"
"YBL003C",31,"YBL003C_31"
"YBL003C",73,"YBL003C_73"
"YBL003C",120,"YBL003C_120"
"YBL004W",3,"YBL004W_3"
"YBL004W",160,"YBL004W_160"
"YBL004W",422,"YBL004W_422"
"YBL004W",833,"YBL004W_833"
"YBL004W",942,"YBL004W_942"
"YBL004W",988,"YBL004W_988"
"YBL004W",1229,"YBL004W_1229"
"YBL004W",1528,"YBL004W_1528"
"YBL004W",1741,"YBL004W_1741"
"YBL004W",1832,"YBL004W_1832"
"YBL004W",2054,"YBL004W_2054"
"YBL004W",2434,"YBL004W_2434"
"YBL005W",201,"YBL005W_201"
"YBL005W",609,"YBL005W_609"
"YBL007C",353,"YBL007C_353"
"YBL007C",428,"YBL007C_428"
"YBL007C",471,"YBL007C_471"
"YBL007C",489,"YBL007C_489"
"YBL007C",708,"YBL007C_708"
"YBL008W",124,"YBL008W_124"
"YBL008W",201,"YBL008W_201"
"YBL008W",293,"YBL008W_293"
"YBL008W",485,"YBL008W_485"
"YBL008W",514,"YBL008W_514"
"YBL008W",797,"YBL008W_797"
"YBL008W-A",37,"YBL008W-A_37"
"YBL009W",45,"YBL009W_45"
"YBL009W",134,"YBL009W_134"
"YBL009W",169,"YBL009W_169"
"YBL009W",266,"YBL009W_266"
"YBL009W",344,"YBL009W_344"
"YBL011W",67,"YBL011W_67"
"YBL011W",105,"YBL011W_105"
"YBL011W",202,"YBL011W_202"
"YBL011W",465,"YBL011W_465"
"YBL011W",566,"YBL011W_566"
"YBL013W",3,"YBL013W_3"
"YBL013W",69,"YBL013W_69"
"YBL013W",386,"YBL013W_386"
"YBL014C",35,"YBL014C_35"
"YBL014C",331,"YBL014C_331"
"YBL014C",403,"YBL014C_403"
"YBL014C",450,"YBL014C_450"
"YBL015W",10,"YBL015W_10"
"YBL015W",132,"YBL015W_132"
"YBL015W",454,"YBL015W_454"
"YBL016W",55,"YBL016W_55"
"YBL017C",699,"YBL017C_699"
"YBL017C",1056,"YBL017C_1056"
"YBL017C",1077,"YBL017C_1077"
"YBL017C",1381,"YBL017C_1381"
"YBL017C",1479,"YBL017C_1479"
"YBL019W",196,"YBL019W_196"
"YBL019W",298,"YBL019W_298"
"YBL019W",399,"YBL019W_399"
"YBL019W",420,"YBL019W_420"
"YBL019W",456,"YBL019W_456"
"YBL020W",246,"YBL020W_246"
"YBL021C",87,"YBL021C_87"
"YBL022C",290,"YBL022C_290"
"YBL022C",491,"YBL022C_491"
"YBL022C",531,"YBL022C_531"
"YBL022C",643,"YBL022C_643"
"YBL022C",815,"YBL022C_815"
"YBL022C",831,"YBL022C_831"
"YBL022C",1056,"YBL022C_1056"
"YBL024W",326,"YBL024W_326"
"YBL024W",437,"YBL024W_437"
"YBL026W",87,"YBL026W_87"
"YBL027W",38,"YBL027W_38"
"YBL027W",62,"YBL027W_62"
"YBL027W",74,"YBL027W_74"
"YBL027W",128,"YBL027W_128"
"YBL028C",14,"YBL028C_14"
"YBL028C",29,"YBL028C_29"
"YBL028C",36,"YBL028C_36"
"YBL028C",64,"YBL028C_64"
"YBL028C",72,"YBL028C_72"
"YBL028C",81,"YBL028C_81"
"YBL029W",245,"YBL029W_245"
"YBL029W",315,"YBL029W_315"
"YBL030C",110,"YBL030C_110"
"YBL030C",160,"YBL030C_160"
"YBL031W",130,"YBL031W_130"
"YBL031W",306,"YBL031W_306"
"YBL032W",276,"YBL032W_276"
"YBL034C",44,"YBL034C_44"
"YBL034C",599,"YBL034C_599"
"YBL034C",658,"YBL034C_658"
"YBL034C",679,"YBL034C_679"
"YBL034C",805,"YBL034C_805"
"YBL034C",1072,"YBL034C_1072"
"YBL035C",90,"YBL035C_90"
"YBL035C",322,"YBL035C_322"
"YBL035C",505,"YBL035C_505"
"YBL035C",579,"YBL035C_579"
"YBL036C",206,"YBL036C_206"
"YBL037W",50,"YBL037W_50"
"YBL037W",57,"YBL037W_57"
"YBL037W",65,"YBL037W_65"
"YBL037W",930,"YBL037W_930"
"YBL038W",35,"YBL038W_35"
"YBL038W",159,"YBL038W_159"
"YBL038W",209,"YBL038W_209"
"YBL039C",100,"YBL039C_100"
"YBL040C",208,"YBL040C_208"
"YBL041W",85,"YBL041W_85"
"YBL041W",186,"YBL041W_186"
"YBL041W",232,"YBL041W_232"
"YBL042C",118,"YBL042C_118"
"YBL043W",17,"YBL043W_17"
"YBL044W",72,"YBL044W_72"
"YBL044W",111,"YBL044W_111"
"YBL045C",235,"YBL045C_235"
"YBL045C",416,"YBL045C_416"
"YBL046W",213,"YBL046W_213"
"YBL046W",349,"YBL046W_349"
"YBL047C",157,"YBL047C_157"
"YBL047C",626,"YBL047C_626"
"YBL047C",815,"YBL047C_815"
"YBL050W",9,"YBL050W_9"
"YBL051C",149,"YBL051C_149"
"YBL051C",355,"YBL051C_355"
"YBL052C",11,"YBL052C_11"
"YBL052C",55,"YBL052C_55"
"YBL052C",61,"YBL052C_61"
"YBL052C",115,"YBL052C_115"
"YBL052C",157,"YBL052C_157"
"YBL052C",559,"YBL052C_559"
"YBL052C",693,"YBL052C_693"
"YBL054W",85,"YBL054W_85"
"YBL054W",115,"YBL054W_115"
"YBL054W",188,"YBL054W_188"
"YBL054W",271,"YBL054W_271"
"YBL055C",358,"YBL055C_358"
"YBL056W",344,"YBL056W_344"
"YBL056W",454,"YBL056W_454"
"YBL057C",46,"YBL057C_46"
"YBL058W",170,"YBL058W_170"
"YBL058W",228,"YBL058W_228"
"YBL059C-A",22,"YBL059C-A_22"
"YBL059C-A",48,"YBL059C-A_48"
"YBL059C-A",55,"YBL059C-A_55"
"YBL059C-A",93,"YBL059C-A_93"
"YBL059W",22,"YBL059W_22"
"YBL059W",154,"YBL059W_154"
"YBL060W",387,"YBL060W_387"
"YBL060W",429,"YBL060W_429"
"YBL060W",503,"YBL060W_503"
"YBL060W",669,"YBL060W_669"
"YBL061C",203,"YBL061C_203"
"YBL063W",267,"YBL063W_267"
"YBL063W",435,"YBL063W_435"
"YBL063W",477,"YBL063W_477"
"YBL063W",1077,"YBL063W_1077"
"YBL064C",100,"YBL064C_100"
"YBL064C",183,"YBL064C_183"
"YBL064C",252,"YBL064C_252"
"YBL066C",541,"YBL066C_541"
"YBL066C",553,"YBL066C_553"
"YBL066C",793,"YBL066C_793"
"YBL067C",173,"YBL067C_173"
"YBL067C",239,"YBL067C_239"
"YBL067C",347,"YBL067C_347"
"YBL067C",364,"YBL067C_364"
"YBL067C",564,"YBL067C_564"
"YBL067C",700,"YBL067C_700"
"YBL068W",269,"YBL068W_269"
"YBL069W",36,"YBL069W_36"
"YBL069W",68,"YBL069W_68"
"YBL069W",189,"YBL069W_189"
"YBL072C",5,"YBL072C_5"
"YBL072C",41,"YBL072C_41"
"YBL072C",123,"YBL072C_123"
"YBL072C",135,"YBL072C_135"
"YBL072C",194,"YBL072C_194"
"YBL075C",69,"YBL075C_69"
"YBL075C",256,"YBL075C_256"
"YBL075C",317,"YBL075C_317"
"YBL076C",131,"YBL076C_131"
"YBL076C",263,"YBL076C_263"
"YBL076C",513,"YBL076C_513"
"YBL076C",601,"YBL076C_601"
"YBL076C",835,"YBL076C_835"
"YBL078C",6,"YBL078C_6"
"YBL078C",20,"YBL078C_20"
"YBL078C",65,"YBL078C_65"
"YBL079W",688,"YBL079W_688"
"YBL079W",1005,"YBL079W_1005"
"YBL079W",1094,"YBL079W_1094"
"YBL079W",1457,"YBL079W_1457"
"YBL080C",197,"YBL080C_197"
"YBL080C",498,"YBL080C_498"
"YBL080C",518,"YBL080C_518"
"YBL082C",11,"YBL082C_11"
"YBL084C",196,"YBL084C_196"
"YBL084C",407,"YBL084C_407"
"YBL084C",721,"YBL084C_721"
"YBL085W",559,"YBL085W_559"
"YBL085W",566,"YBL085W_566"
"YBL085W",583,"YBL085W_583"
"YBL085W",713,"YBL085W_713"
"YBL086C",8,"YBL086C_8"
"YBL086C",95,"YBL086C_95"
"YBL086C",395,"YBL086C_395"
"YBL086C",410,"YBL086C_410"
"YBL088C",97,"YBL088C_97"
"YBL088C",350,"YBL088C_350"
"YBL088C",388,"YBL088C_388"
"YBL088C",1199,"YBL088C_1199"
"YBL088C",1304,"YBL088C_1304"
"YBL088C",1401,"YBL088C_1401"
"YBL088C",1710,"YBL088C_1710"
"YBL088C",2418,"YBL088C_2418"
"YBL088C",2544,"YBL088C_2544"
"YBL089W",232,"YBL089W_232"
"YBL089W",318,"YBL089W_318"
"YBL090W",7,"YBL090W_7"
"YBL090W",133,"YBL090W_133"
"YBL090W",141,"YBL090W_141"
"YBL090W",170,"YBL090W_170"
"YBL091C",90,"YBL091C_90"
"YBL091C",106,"YBL091C_106"
"YBL091C-A",30,"YBL091C-A_30"
"YBL091C-A",115,"YBL091C-A_115"
"YBL092W",27,"YBL092W_27"
"YBL092W",36,"YBL092W_36"
"YBL093C",215,"YBL093C_215"
"YBL095W",197,"YBL095W_197"
"YBL095W",241,"YBL095W_241"
"YBL097W",155,"YBL097W_155"
"YBL097W",400,"YBL097W_400"
"YBL097W",473,"YBL097W_473"
"YBL097W",482,"YBL097W_482"
"YBL097W",567,"YBL097W_567"
"YBL097W",635,"YBL097W_635"
"YBL098W",342,"YBL098W_342"
"YBL098W",425,"YBL098W_425"
"YBL098W",450,"YBL098W_450"
"YBL101C",36,"YBL101C_36"
"YBL101C",417,"YBL101C_417"
"YBL101C",474,"YBL101C_474"
"YBL101C",677,"YBL101C_677"
"YBL101C",1062,"YBL101C_1062"
"YBL104C",322,"YBL104C_322"
"YBL104C",602,"YBL104C_602"
"YBL104C",686,"YBL104C_686"
"YBL104C",850,"YBL104C_850"
"YBL104C",914,"YBL104C_914"
"YBL104C",989,"YBL104C_989"
"YBL105C",22,"YBL105C_22"
"YBL105C",59,"YBL105C_59"
"YBL105C",201,"YBL105C_201"
"YBL105C",246,"YBL105C_246"
"YBL105C",301,"YBL105C_301"
"YBL105C",506,"YBL105C_506"
"YBL105C",848,"YBL105C_848"
"YBL105C",920,"YBL105C_920"
"YBL106C",82,"YBL106C_82"
"YBL106C",234,"YBL106C_234"
"YBL106C",465,"YBL106C_465"
"YBL107C",60,"YBL107C_60"
"YBL107C",67,"YBL107C_67"
"YBL107C",74,"YBL107C_74"
"YBL111C",59,"YBL111C_59"
"YBL111C",184,"YBL111C_184"
"YBL112C",52,"YBL112C_52"
"YBL112C",86,"YBL112C_86"
"YBL113C",417,"YBL113C_417"
"YBL113C",432,"YBL113C_432"
"YBL113C",542,"YBL113C_542"
"YBL113C",622,"YBL113C_622"
"YBL113C",669,"YBL113C_669"
"YBR001C",45,"YBR001C_45"
"YBR001C",75,"YBR001C_75"
"YBR001C",103,"YBR001C_103"
"YBR001C",414,"YBR001C_414"
"YBR001C",568,"YBR001C_568"
"YBR002C",104,"YBR002C_104"
"YBR003W",12,"YBR003W_12"
"YBR003W",167,"YBR003W_167"
"YBR004C",240,"YBR004C_240"
"YBR004C",388,"YBR004C_388"
"YBR006W",72,"YBR006W_72"
"YBR006W",316,"YBR006W_316"
"YBR007C",139,"YBR007C_139"
"YBR007C",361,"YBR007C_361"
"YBR007C",666,"YBR007C_666"
"YBR007C",693,"YBR007C_693"
"YBR007C",727,"YBR007C_727"
"YBR008C",37,"YBR008C_37"
"YBR009C",4,"YBR009C_4"
"YBR010W",9,"YBR010W_9"
"YBR010W",37,"YBR010W_37"
"YBR010W",50,"YBR010W_50"
"YBR010W",64,"YBR010W_64"
"YBR010W",116,"YBR010W_116"
"YBR015C",5,"YBR015C_5"
"YBR015C",526,"YBR015C_526"
"YBR017C",358,"YBR017C_358"
"YBR018C",200,"YBR018C_200"
"YBR018C",219,"YBR018C_219"
"YBR019C",73,"YBR019C_73"
"YBR019C",182,"YBR019C_182"
"YBR019C",429,"YBR019C_429"
"YBR019C",558,"YBR019C_558"
"YBR021W",102,"YBR021W_102"
"YBR022W",107,"YBR022W_107"
"YBR023C",85,"YBR023C_85"
"YBR023C",153,"YBR023C_153"
"YBR023C",192,"YBR023C_192"
"YBR023C",780,"YBR023C_780"
"YBR023C",963,"YBR023C_963"
"YBR023C",985,"YBR023C_985"
"YBR023C",1139,"YBR023C_1139"
"YBR024W",6,"YBR024W_6"
"YBR024W",219,"YBR024W_219"
"YBR025C",4,"YBR025C_4"
"YBR025C",319,"YBR025C_319"
"YBR026C",313,"YBR026C_313"
"YBR028C",67,"YBR028C_67"
"YBR028C",152,"YBR028C_152"
"YBR028C",194,"YBR028C_194"
"YBR028C",400,"YBR028C_400"
"YBR029C",354,"YBR029C_354"
"YBR030W",366,"YBR030W_366"
"YBR030W",492,"YBR030W_492"
"YBR031W",104,"YBR031W_104"
"YBR031W",308,"YBR031W_308"
"YBR031W",338,"YBR031W_338"
"YBR033W",14,"YBR033W_14"
"YBR033W",40,"YBR033W_40"
"YBR033W",89,"YBR033W_89"
"YBR033W",163,"YBR033W_163"
"YBR033W",662,"YBR033W_662"
"YBR033W",892,"YBR033W_892"
"YBR034C",238,"YBR034C_238"
"YBR035C",135,"YBR035C_135"
"YBR035C",205,"YBR035C_205"
"YBR037C",213,"YBR037C_213"
"YBR038W",67,"YBR038W_67"
"YBR038W",232,"YBR038W_232"
"YBR038W",411,"YBR038W_411"
"YBR038W",472,"YBR038W_472"
"YBR038W",572,"YBR038W_572"
"YBR038W",625,"YBR038W_625"
"YBR038W",840,"YBR038W_840"
"YBR039W",42,"YBR039W_42"
"YBR039W",63,"YBR039W_63"
"YBR040W",236,"YBR040W_236"
"YBR040W",265,"YBR040W_265"
"YBR041W",46,"YBR041W_46"
"YBR041W",359,"YBR041W_359"
"YBR041W",486,"YBR041W_486"
"YBR041W",621,"YBR041W_621"
"YBR042C",5,"YBR042C_5"
"YBR042C",47,"YBR042C_47"
"YBR042C",234,"YBR042C_234"
"YBR043C",413,"YBR043C_413"
"YBR043C",540,"YBR043C_540"
"YBR044C",98,"YBR044C_98"
"YBR044C",280,"YBR044C_280"
"YBR044C",308,"YBR044C_308"
"YBR044C",317,"YBR044C_317"
"YBR044C",565,"YBR044C_565"
"YBR045C",8,"YBR045C_8"
"YBR045C",223,"YBR045C_223"
"YBR046C",297,"YBR046C_297"
"YBR048W",79,"YBR048W_79"
"YBR049C",39,"YBR049C_39"
"YBR049C",209,"YBR049C_209"
"YBR049C",463,"YBR049C_463"
"YBR049C",512,"YBR049C_512"
"YBR049C",704,"YBR049C_704"
"YBR050C",52,"YBR050C_52"
"YBR050C",133,"YBR050C_133"
"YBR054W",56,"YBR054W_56"
"YBR055C",225,"YBR055C_225"
"YBR055C",249,"YBR055C_249"
"YBR055C",323,"YBR055C_323"
"YBR055C",597,"YBR055C_597"
"YBR055C",782,"YBR055C_782"
"YBR055C",826,"YBR055C_826"
"YBR056W",202,"YBR056W_202"
"YBR056W",462,"YBR056W_462"
"YBR056W",470,"YBR056W_470"
"YBR057C",337,"YBR057C_337"
"YBR058C",145,"YBR058C_145"
"YBR058C",505,"YBR058C_505"
"YBR058C",644,"YBR058C_644"
"YBR058C",743,"YBR058C_743"
"YBR059C",877,"YBR059C_877"
"YBR059C",1032,"YBR059C_1032"
"YBR059C",1063,"YBR059C_1063"
"YBR059C",1096,"YBR059C_1096"
"YBR060C",19,"YBR060C_19"
"YBR060C",34,"YBR060C_34"
"YBR060C",67,"YBR060C_67"
"YBR060C",91,"YBR060C_91"
"YBR060C",250,"YBR060C_250"
"YBR060C",287,"YBR060C_287"
"YBR061C",295,"YBR061C_295"
"YBR063C",335,"YBR063C_335"
"YBR063C",360,"YBR063C_360"
"YBR065C",110,"YBR065C_110"
"YBR066C",131,"YBR066C_131"
"YBR068C",318,"YBR068C_318"
"YBR068C",594,"YBR068C_594"
"YBR069C",24,"YBR069C_24"
"YBR069C",56,"YBR069C_56"
"YBR070C",97,"YBR070C_97"
"YBR070C",105,"YBR070C_105"
"YBR071W",43,"YBR071W_43"
"YBR072C-A",9,"YBR072C-A_9"
"YBR072W",145,"YBR072W_145"
"YBR072W",151,"YBR072W_151"
"YBR072W",190,"YBR072W_190"
"YBR073W",43,"YBR073W_43"
"YBR073W",73,"YBR073W_73"
"YBR073W",233,"YBR073W_233"
"YBR073W",251,"YBR073W_251"
"YBR073W",489,"YBR073W_489"
"YBR073W",530,"YBR073W_530"
"YBR073W",567,"YBR073W_567"
"YBR073W",677,"YBR073W_677"
"YBR073W",773,"YBR073W_773"
"YBR074W",8,"YBR074W_8"
"YBR074W",181,"YBR074W_181"
"YBR079C",63,"YBR079C_63"
"YBR079C",268,"YBR079C_268"
"YBR079C",580,"YBR079C_580"
"YBR079C",599,"YBR079C_599"
"YBR079C",757,"YBR079C_757"
"YBR079C",807,"YBR079C_807"
"YBR079C",946,"YBR079C_946"
"YBR080C",246,"YBR080C_246"
"YBR080C",490,"YBR080C_490"
"YBR080C",547,"YBR080C_547"
"YBR080C",648,"YBR080C_648"
"YBR081C",315,"YBR081C_315"
"YBR081C",428,"YBR081C_428"
"YBR081C",743,"YBR081C_743"
"YBR081C",751,"YBR081C_751"
"YBR081C",770,"YBR081C_770"
"YBR081C",1235,"YBR081C_1235"
"YBR081C",1248,"YBR081C_1248"
"YBR083W",90,"YBR083W_90"
"YBR083W",149,"YBR083W_149"
"YBR083W",173,"YBR083W_173"
"YBR083W",193,"YBR083W_193"
"YBR083W",343,"YBR083W_343"
"YBR083W",351,"YBR083W_351"
"YBR083W",358,"YBR083W_358"
"YBR083W",424,"YBR083W_424"
"YBR084C-A",38,"YBR084C-A_38"
"YBR084C-A",62,"YBR084C-A_62"
"YBR084C-A",74,"YBR084C-A_74"
"YBR084C-A",128,"YBR084C-A_128"
"YBR084W",18,"YBR084W_18"
"YBR084W",41,"YBR084W_41"
"YBR084W",85,"YBR084W_85"
"YBR084W",389,"YBR084W_389"
"YBR084W",888,"YBR084W_888"
"YBR085C-A",38,"YBR085C-A_38"
"YBR085W",99,"YBR085W_99"
"YBR085W",149,"YBR085W_149"
"YBR086C",200,"YBR086C_200"
"YBR086C",295,"YBR086C_295"
"YBR087W",155,"YBR087W_155"
"YBR090C",76,"YBR090C_76"
"YBR090C",85,"YBR090C_85"
"YBR092C",240,"YBR092C_240"
"YBR093C",240,"YBR093C_240"
"YBR094W",410,"YBR094W_410"
"YBR094W",619,"YBR094W_619"
"YBR095C",31,"YBR095C_31"
"YBR095C",347,"YBR095C_347"
"YBR096W",170,"YBR096W_170"
"YBR097W",409,"YBR097W_409"
"YBR097W",513,"YBR097W_513"
"YBR097W",687,"YBR097W_687"
"YBR097W",779,"YBR097W_779"
"YBR097W",1175,"YBR097W_1175"
"YBR097W",1407,"YBR097W_1407"
"YBR098W",259,"YBR098W_259"
"YBR098W",363,"YBR098W_363"
"YBR098W",522,"YBR098W_522"
"YBR098W",539,"YBR098W_539"
"YBR098W",554,"YBR098W_554"
"YBR101C",142,"YBR101C_142"
"YBR101C",189,"YBR101C_189"
"YBR102C",7,"YBR102C_7"
"YBR102C",435,"YBR102C_435"
"YBR102C",459,"YBR102C_459"
"YBR102C",746,"YBR102C_746"
"YBR103W",472,"YBR103W_472"
"YBR104W",273,"YBR104W_273"
"YBR105C",286,"YBR105C_286"
"YBR106W",51,"YBR106W_51"
"YBR108W",31,"YBR108W_31"
"YBR108W",38,"YBR108W_38"
"YBR108W",72,"YBR108W_72"
"YBR108W",688,"YBR108W_688"
"YBR108W",783,"YBR108W_783"
"YBR108W",832,"YBR108W_832"
"YBR108W",873,"YBR108W_873"
"YBR110W",35,"YBR110W_35"
"YBR110W",311,"YBR110W_311"
"YBR114W",439,"YBR114W_439"
"YBR114W",477,"YBR114W_477"
"YBR115C",885,"YBR115C_885"
"YBR115C",1162,"YBR115C_1162"
