"KR5of5.orf","KR5of5.position","KR5of5.name"
"YER102W",22,"YER102W_22"
"YER126C",23,"YER126C_23"
"YER162C",137,"YER162C_137"
"YFL007W",1428,"YFL007W_1428"
"YFL008W",1057,"YFL008W_1057"
"YFL013C",644,"YFL013C_644"
"YFL034W",536,"YFL034W_536"
"YFL034W",894,"YFL034W_894"
"YFL054C",257,"YFL054C_257"
"YFR029W",364,"YFR029W_364"
"YGL008C",95,"YGL008C_95"
"YGL071W",153,"YGL071W_153"
"YGL086W",523,"YGL086W_523"
"YGL133W",317,"YGL133W_317"
"YGL133W",350,"YGL133W_350"
"YGL150C",295,"YGL150C_295"
"YGL174W",21,"YGL174W_21"
"YGL203C",707,"YGL203C_707"
"YGR009C",515,"YGR009C_515"
"YGR047C",104,"YGR047C_104"
"YGR047C",604,"YGR047C_604"
"YGR074W",128,"YGR074W_128"
"YGR098C",1188,"YGR098C_1188"
"YGR103W",585,"YGR103W_585"
"YGR116W",77,"YGR116W_77"
"YGR145W",31,"YGR145W_31"
"YGR152C",260,"YGR152C_260"
"YGR168C",29,"YGR168C_29"
"YGR188C",366,"YGR188C_366"
"YGR202C",61,"YGR202C_61"
"YGR245C",314,"YGR245C_314"
"YGR251W",107,"YGR251W_107"
"YGR258C",988,"YGR258C_988"
"YGR274C",516,"YGR274C_516"
"YGR276C",44,"YGR276C_44"
"YGR280C",150,"YGR280C_150"
"YGR281W",563,"YGR281W_563"
"YHR156C",83,"YHR156C_83"
"YHR164C",41,"YHR164C_41"
"YIL091C",95,"YIL091C_95"
"YIL112W",815,"YIL112W_815"
"YIR002C",277,"YIR002C_277"
"YJL033W",671,"YJL033W_671"
"YJL050W",883,"YJL050W_883"
"YJL115W",255,"YJL115W_255"
"YJL118W",135,"YJL118W_135"
"YJL127C",519,"YJL127C_519"
"YJL155C",110,"YJL155C_110"
"YJL162C",406,"YJL162C_406"
"YJR014W",186,"YJR014W_186"
"YJR050W",224,"YJR050W_224"
"YJR089W",386,"YJR089W_386"
"YJR090C",175,"YJR090C_175"
"YJR144W",251,"YJR144W_251"
"YKL005C",179,"YKL005C_179"
"YKL021C",452,"YKL021C_452"
"YKL038W",475,"YKL038W_475"
"YKL064W",25,"YKL064W_25"
"YKL064W",560,"YKL064W_560"
"YKL075C",36,"YKL075C_36"
"YKL082C",212,"YKL082C_212"
"YKL109W",54,"YKL109W_54"
"YKL143W",323,"YKL143W_323"
"YKR015C",261,"YKR015C_261"
"YKR029C",229,"YKR029C_229"
"YKR034W",104,"YKR034W_104"
"YKR041W",26,"YKR041W_26"
"YKR063C",392,"YKR063C_392"
"YKR085C",185,"YKR085C_185"
"YLL008W",702,"YLL008W_702"
"YLL011W",475,"YLL011W_475"
"YLL013C",355,"YLL013C_355"
"YLR020C",60,"YLR020C_60"
"YLR032W",1156,"YLR032W_1156"
"YLR051C",75,"YLR051C_75"
"YLR051C",213,"YLR051C_213"
"YLR137W",58,"YLR137W_58"
"YLR152C",303,"YLR152C_303"
"YLR191W",371,"YLR191W_371"
"YLR219W",320,"YLR219W_320"
"YLR223C",882,"YLR223C_882"
"YLR249W",1009,"YLR249W_1009"
"YLR249W",1020,"YLR249W_1020"
"YLR310C",806,"YLR310C_806"
"YLR328W",53,"YLR328W_53"
"YLR336C",34,"YLR336C_34"
"YLR383W",35,"YLR383W_35"
"YLR412C-A",24,"YLR412C-A_24"
"YLR412W",212,"YLR412W_212"
"YLR430W",1924,"YLR430W_1924"
"YML027W",360,"YML027W_360"
"YML034W",173,"YML034W_173"
"YML043C",76,"YML043C_76"
"YML093W",706,"YML093W_706"
"YML117W",1084,"YML117W_1084"
"YMR014W",385,"YMR014W_385"
"YMR076C",1208,"YMR076C_1208"
"YMR098C",186,"YMR098C_186"
"YMR172W",381,"YMR172W_381"
"YMR240C",124,"YMR240C_124"
"YMR295C",184,"YMR295C_184"
"YNL008C",440,"YNL008C_440"
"YNL014W",1020,"YNL014W_1020"
"YNL024C",202,"YNL024C_202"
"YNL061W",48,"YNL061W_48"
"YNL084C",103,"YNL084C_103"
"YNL091W",635,"YNL091W_635"
"YNL167C",447,"YNL167C_447"
"YNL175C",116,"YNL175C_116"
"YNL180C",321,"YNL180C_321"
"YNL183C",782,"YNL183C_782"
"YNL217W",4,"YNL217W_4"
"YNL261W",365,"YNL261W_365"
"YNL308C",291,"YNL308C_291"
"YOL017W",371,"YOL017W_371"
"YOL078W",646,"YOL078W_646"
"YOL089C",176,"YOL089C_176"
"YOL112W",109,"YOL112W_109"
"YOL125W",27,"YOL125W_27"
"YOR004W",208,"YOR004W_208"
"YOR052C",78,"YOR052C_78"
"YOR077W",217,"YOR077W_217"
"YOR098C",467,"YOR098C_467"
"YOR113W",469,"YOR113W_469"
"YOR183W",32,"YOR183W_32"
"YOR245C",9,"YOR245C_9"
"YOR252W",103,"YOR252W_103"
"YOR272W",262,"YOR272W_262"
"YOR290C",1264,"YOR290C_1264"
"YOR310C",457,"YOR310C_457"
"YOR334W",402,"YOR334W_402"
"YPL008W",147,"YPL008W_147"
"YPL023C",352,"YPL023C_352"
"YPL036W",124,"YPL036W_124"
"YPL043W",677,"YPL043W_677"
"YPL063W",467,"YPL063W_467"
"YPL068C",6,"YPL068C_6"
"YPL082C",205,"YPL082C_205"
"YPL083C",402,"YPL083C_402"
"YPL085W",2178,"YPL085W_2178"
"YPL105C",463,"YPL105C_463"
"YPL162C",73,"YPL162C_73"
"YPL167C",504,"YPL167C_504"
"YPL174C",850,"YPL174C_850"
"YPL181W",210,"YPL181W_210"
"YPL195W",783,"YPL195W_783"
"YPL195W",897,"YPL195W_897"
"YPL210C",558,"YPL210C_558"
"YPL217C",342,"YPL217C_342"
"YPL237W",16,"YPL237W_16"
"YPL253C",641,"YPL253C_641"
"YPL268W",120,"YPL268W_120"
"YPR041W",152,"YPR041W_152"
"YPR045C",144,"YPR045C_144"
"YPR112C",128,"YPR112C_128"
"YPR137W",8,"YPR137W_8"
"YPR139C",296,"YPR139C_296"
"YPR158W",25,"YPR158W_25"
"YPR165W",201,"YPR165W_201"
"YPR186C",323,"YPR186C_323"
