"KR5of10.orf","KR5of10.position","KR5of10.name"
"YBR297W",12,"YBR297W_12"
"YBR298C",301,"YBR298C_301"
"YBR298C",355,"YBR298C_355"
"YBR299W",493,"YBR299W_493"
"YBR302C",166,"YBR302C_166"
"YCL001W-A",24,"YCL001W-A_24"
"YCL001W-A",72,"YCL001W-A_72"
"YCL002C",254,"YCL002C_254"
"YCL004W",471,"YCL004W_471"
"YCL011C",12,"YCL011C_12"
"YCL011C",20,"YCL011C_20"
"YCL011C",292,"YCL011C_292"
"YCL012C",25,"YCL012C_25"
"YCL014W",412,"YCL014W_412"
"YCL014W",813,"YCL014W_813"
"YCL014W",841,"YCL014W_841"
"YCL014W",1533,"YCL014W_1533"
"YCL017C",181,"YCL017C_181"
"YCL017C",312,"YCL017C_312"
"YCL024W",369,"YCL024W_369"
"YCL024W",541,"YCL024W_541"
"YCL030C",327,"YCL030C_327"
"YCL031C",251,"YCL031C_251"
"YCL031C",259,"YCL031C_259"
"YCL034W",56,"YCL034W_56"
"YCL034W",159,"YCL034W_159"
"YCL034W",256,"YCL034W_256"
"YCL036W",525,"YCL036W_525"
"YCL037C",63,"YCL037C_63"
"YCL051W",25,"YCL051W_25"
"YCL051W",144,"YCL051W_144"
"YCL052C",402,"YCL052C_402"
"YCL054W",3,"YCL054W_3"
"YCL054W",238,"YCL054W_238"
"YCL054W",362,"YCL054W_362"
"YCL054W",474,"YCL054W_474"
"YCL054W",591,"YCL054W_591"
"YCL054W",734,"YCL054W_734"
"YCL054W",750,"YCL054W_750"
"YCL054W",778,"YCL054W_778"
"YCL054W",808,"YCL054W_808"
"YCL054W",828,"YCL054W_828"
"YCL056C",91,"YCL056C_91"
"YCL058W-A",19,"YCL058W-A_19"
"YCL058W-A",32,"YCL058W-A_32"
"YCL059C",273,"YCL059C_273"
"YCL061C",14,"YCL061C_14"
"YCL061C",62,"YCL061C_62"
"YCL061C",706,"YCL061C_706"
"YCL061C",1049,"YCL061C_1049"
"YCL063W",378,"YCL063W_378"
"YCL064C",94,"YCL064C_94"
"YCL066W",25,"YCL066W_25"
"YCL067C",177,"YCL067C_177"
"YCL068C",93,"YCL068C_93"
"YCR003W",175,"YCR003W_175"
"YCR009C",135,"YCR009C_135"
"YCR009C",148,"YCR009C_148"
"YCR011C",651,"YCR011C_651"
"YCR016W",52,"YCR016W_52"
"YCR016W",64,"YCR016W_64"
"YCR016W",86,"YCR016W_86"
"YCR018C",37,"YCR018C_37"
"YCR018C",141,"YCR018C_141"
"YCR019W",111,"YCR019W_111"
"YCR023C",251,"YCR023C_251"
"YCR026C",516,"YCR026C_516"
"YCR028C",21,"YCR028C_21"
"YCR030C",285,"YCR030C_285"
"YCR030C",351,"YCR030C_351"
"YCR030C",771,"YCR030C_771"
"YCR032W",144,"YCR032W_144"
"YCR032W",1119,"YCR032W_1119"
"YCR032W",1953,"YCR032W_1953"
"YCR032W",2135,"YCR032W_2135"
"YCR033W",8,"YCR033W_8"
"YCR033W",521,"YCR033W_521"
"YCR033W",559,"YCR033W_559"
"YCR033W",728,"YCR033W_728"
"YCR034W",300,"YCR034W_300"
"YCR034W",340,"YCR034W_340"
"YCR036W",235,"YCR036W_235"
"YCR038C",127,"YCR038C_127"
"YCR038C",338,"YCR038C_338"
"YCR039C",177,"YCR039C_177"
"YCR042C",683,"YCR042C_683"
"YCR042C",1339,"YCR042C_1339"
"YCR043C",100,"YCR043C_100"
"YCR044C",141,"YCR044C_141"
"YCR045C",481,"YCR045C_481"
"YCR047C",226,"YCR047C_226"
"YCR047C",262,"YCR047C_262"
"YCR048W",95,"YCR048W_95"
"YCR052W",135,"YCR052W_135"
"YCR053W",481,"YCR053W_481"
"YCR065W",46,"YCR065W_46"
"YCR068W",298,"YCR068W_298"
"YCR081W",183,"YCR081W_183"
"YCR084C",701,"YCR084C_701"
"YCR086W",174,"YCR086W_174"
"YCR087C-A",64,"YCR087C-A_64"
"YCR087C-A",92,"YCR087C-A_92"
"YCR087C-A",125,"YCR087C-A_125"
"YCR088W",523,"YCR088W_523"
"YCR090C",96,"YCR090C_96"
"YCR091W",357,"YCR091W_357"
"YCR092C",121,"YCR092C_121"
"YCR093W",1224,"YCR093W_1224"
"YCR096C",86,"YCR096C_86"
"YCR097W",66,"YCR097W_66"
"YCR099C",34,"YCR099C_34"
"YCR100C",190,"YCR100C_190"
"YCR101C",170,"YCR101C_170"
"YCR107W",100,"YCR107W_100"
"YCR107W",243,"YCR107W_243"
"YDL001W",106,"YDL001W_106"
"YDL002C",6,"YDL002C_6"
"YDL002C",26,"YDL002C_26"
"YDL003W",391,"YDL003W_391"
"YDL005C",110,"YDL005C_110"
"YDL013W",50,"YDL013W_50"
"YDL013W",241,"YDL013W_241"
"YDL013W",252,"YDL013W_252"
"YDL013W",567,"YDL013W_567"
"YDL013W",605,"YDL013W_605"
"YDL015C",41,"YDL015C_41"
"YDL017W",267,"YDL017W_267"
"YDL019C",389,"YDL019C_389"
"YDL019C",636,"YDL019C_636"
"YDL019C",683,"YDL019C_683"
"YDL020C",395,"YDL020C_395"
"YDL025C",506,"YDL025C_506"
"YDL028C",147,"YDL028C_147"
"YDL030W",302,"YDL030W_302"
"YDL031W",74,"YDL031W_74"
"YDL031W",704,"YDL031W_704"
"YDL031W",912,"YDL031W_912"
"YDL031W",973,"YDL031W_973"
"YDL035C",157,"YDL035C_157"
"YDL035C",607,"YDL035C_607"
"YDL036C",120,"YDL036C_120"
"YDL040C",349,"YDL040C_349"
"YDL040C",509,"YDL040C_509"
"YDL040C",548,"YDL040C_548"
"YDL040C",648,"YDL040C_648"
"YDL044C",244,"YDL044C_244"
"YDL045W-A",15,"YDL045W-A_15"
"YDL048C",321,"YDL048C_321"
"YDL049C",190,"YDL049C_190"
"YDL049C",252,"YDL049C_252"
"YDL051W",73,"YDL051W_73"
"YDL051W",240,"YDL051W_240"
"YDL052C",270,"YDL052C_270"
"YDL053C",103,"YDL053C_103"
"YDL054C",478,"YDL054C_478"
"YDL056W",47,"YDL056W_47"
"YDL056W",122,"YDL056W_122"
"YDL056W",780,"YDL056W_780"
"YDL058W",1754,"YDL058W_1754"
"YDL060W",28,"YDL060W_28"
"YDL060W",51,"YDL060W_51"
"YDL060W",315,"YDL060W_315"
"YDL060W",497,"YDL060W_497"
"YDL064W",8,"YDL064W_8"
"YDL066W",36,"YDL066W_36"
"YDL070W",147,"YDL070W_147"
"YDL070W",226,"YDL070W_226"
"YDL070W",313,"YDL070W_313"
"YDL070W",505,"YDL070W_505"
"YDL070W",582,"YDL070W_582"
"YDL070W",603,"YDL070W_603"
"YDL073W",173,"YDL073W_173"
"YDL073W",667,"YDL073W_667"
"YDL074C",673,"YDL074C_673"
"YDL075W",26,"YDL075W_26"
"YDL077C",219,"YDL077C_219"
"YDL079C",132,"YDL079C_132"
"YDL079C",140,"YDL079C_140"
"YDL079C",193,"YDL079C_193"
"YDL082W",31,"YDL082W_31"
"YDL082W",64,"YDL082W_64"
"YDL082W",171,"YDL082W_171"
"YDL084W",287,"YDL084W_287"
"YDL085C-A",11,"YDL085C-A_11"
"YDL085C-A",26,"YDL085C-A_26"
"YDL085C-A",60,"YDL085C-A_60"
"YDL089W",473,"YDL089W_473"
"YDL092W",135,"YDL092W_135"
"YDL097C",126,"YDL097C_126"
"YDL105W",25,"YDL105W_25"
"YDL105W",248,"YDL105W_248"
"YDL105W",361,"YDL105W_361"
"YDL106C",78,"YDL106C_78"
"YDL107W",320,"YDL107W_320"
"YDL109C",145,"YDL109C_145"
"YDL109C",515,"YDL109C_515"
"YDL113C",47,"YDL113C_47"
"YDL113C",354,"YDL113C_354"
"YDL113C",464,"YDL113C_464"
"YDL115C",14,"YDL115C_14"
"YDL115C",33,"YDL115C_33"
"YDL115C",79,"YDL115C_79"
"YDL115C",123,"YDL115C_123"
"YDL117W",108,"YDL117W_108"
"YDL117W",132,"YDL117W_132"
"YDL117W",708,"YDL117W_708"
"YDL121C",46,"YDL121C_46"
"YDL122W",162,"YDL122W_162"
"YDL122W",170,"YDL122W_170"
"YDL126C",28,"YDL126C_28"
"YDL126C",70,"YDL126C_70"
"YDL129W",258,"YDL129W_258"
"YDL130W-A",64,"YDL130W-A_64"
"YDL131W",281,"YDL131W_281"
"YDL136W",78,"YDL136W_78"
"YDL139C",29,"YDL139C_29"
"YDL139C",54,"YDL139C_54"
"YDL139C",210,"YDL139C_210"
"YDL140C",323,"YDL140C_323"
"YDL143W",276,"YDL143W_276"
"YDL144C",207,"YDL144C_207"
"YDL144C",336,"YDL144C_336"
"YDL145C",284,"YDL145C_284"
"YDL147W",201,"YDL147W_201"
"YDL148C",37,"YDL148C_37"
"YDL148C",61,"YDL148C_61"
"YDL148C",95,"YDL148C_95"
"YDL148C",203,"YDL148C_203"
"YDL148C",739,"YDL148C_739"
"YDL148C",796,"YDL148C_796"
"YDL150W",29,"YDL150W_29"
"YDL150W",62,"YDL150W_62"
"YDL150W",153,"YDL150W_153"
"YDL150W",292,"YDL150W_292"
"YDL153C",500,"YDL153C_500"
"YDL153C",553,"YDL153C_553"
"YDL156W",9,"YDL156W_9"
"YDL156W",43,"YDL156W_43"
"YDL156W",70,"YDL156W_70"
"YDL157C",49,"YDL157C_49"
"YDL157C",99,"YDL157C_99"
"YDL159W",4,"YDL159W_4"
"YDL159W",62,"YDL159W_62"
"YDL159W",477,"YDL159W_477"
"YDL164C",282,"YDL164C_282"
"YDL164C",589,"YDL164C_589"
"YDL165W",133,"YDL165W_133"
"YDL169C",69,"YDL169C_69"
"YDL169C",89,"YDL169C_89"
"YDL169C",176,"YDL169C_176"
"YDL170W",21,"YDL170W_21"
"YDL171C",133,"YDL171C_133"
"YDL171C",463,"YDL171C_463"
"YDL171C",1595,"YDL171C_1595"
"YDL173W",215,"YDL173W_215"
"YDL173W",269,"YDL173W_269"
"YDL175C",127,"YDL175C_127"
"YDL176W",396,"YDL176W_396"
"YDL177C",79,"YDL177C_79"
"YDL181W",63,"YDL181W_63"
"YDL182W",267,"YDL182W_267"
"YDL183C",81,"YDL183C_81"
"YDL183C",129,"YDL183C_129"
"YDL189W",124,"YDL189W_124"
"YDL190C",943,"YDL190C_943"
"YDL191W",78,"YDL191W_78"
"YDL195W",928,"YDL195W_928"
"YDL199C",432,"YDL199C_432"
"YDL201W",49,"YDL201W_49"
"YDL201W",188,"YDL201W_188"
"YDL205C",138,"YDL205C_138"
"YDL207W",185,"YDL207W_185"
"YDL207W",279,"YDL207W_279"
"YDL208W",37,"YDL208W_37"
"YDL208W",131,"YDL208W_131"
"YDL209C",304,"YDL209C_304"
"YDL211C",247,"YDL211C_247"
"YDL212W",198,"YDL212W_198"
"YDL213C",7,"YDL213C_7"
"YDL220C",327,"YDL220C_327"
"YDL220C",495,"YDL220C_495"
"YDL222C",277,"YDL222C_277"
"YDL223C",878,"YDL223C_878"
"YDL227C",280,"YDL227C_280"
"YDL227C",532,"YDL227C_532"
"YDL229W",565,"YDL229W_565"
"YDL231C",519,"YDL231C_519"
"YDL231C",1023,"YDL231C_1023"
"YDL233W",449,"YDL233W_449"
"YDL234C",149,"YDL234C_149"
"YDL239C",77,"YDL239C_77"
"YDL239C",749,"YDL239C_749"
"YDL240W",541,"YDL240W_541"
"YDL240W",777,"YDL240W_777"
"YDL243C",200,"YDL243C_200"
"YDL244W",211,"YDL244W_211"
"YDL245C",552,"YDL245C_552"
"YDL247W",299,"YDL247W_299"
"YDL247W",356,"YDL247W_356"
"YDL248W",166,"YDL248W_166"
"YDR001C",43,"YDR001C_43"
"YDR002W",32,"YDR002W_32"
"YDR002W",112,"YDR002W_112"
"YDR002W",121,"YDR002W_121"
"YDR003W",60,"YDR003W_60"
"YDR004W",374,"YDR004W_374"
"YDR005C",168,"YDR005C_168"
"YDR005C",205,"YDR005C_205"
"YDR005C",328,"YDR005C_328"
"YDR011W",162,"YDR011W_162"
"YDR011W",486,"YDR011W_486"
"YDR011W",1384,"YDR011W_1384"
"YDR012W",180,"YDR012W_180"
"YDR014W",201,"YDR014W_201"
"YDR014W",315,"YDR014W_315"
"YDR014W",368,"YDR014W_368"
"YDR017C",526,"YDR017C_526"
"YDR017C",558,"YDR017C_558"
"YDR017C",826,"YDR017C_826"
"YDR017C",898,"YDR017C_898"
"YDR017C",1024,"YDR017C_1024"
"YDR020C",126,"YDR020C_126"
"YDR021W",10,"YDR021W_10"
"YDR023W",388,"YDR023W_388"
"YDR023W",456,"YDR023W_456"
"YDR025W",96,"YDR025W_96"
"YDR026C",103,"YDR026C_103"
"YDR026C",390,"YDR026C_390"
"YDR027C",677,"YDR027C_677"
"YDR028C",873,"YDR028C_873"
"YDR030C",328,"YDR030C_328"
"YDR034C",145,"YDR034C_145"
"YDR034C",163,"YDR034C_163"
"YDR034C",193,"YDR034C_193"
"YDR035W",11,"YDR035W_11"
"YDR037W",29,"YDR037W_29"
"YDR037W",224,"YDR037W_224"
"YDR038C",1044,"YDR038C_1044"
"YDR039C",1044,"YDR039C_1044"
"YDR040C",1044,"YDR040C_1044"
"YDR042C",122,"YDR042C_122"
"YDR043C",146,"YDR043C_146"
"YDR044W",244,"YDR044W_244"
"YDR045C",43,"YDR045C_43"
"YDR049W",612,"YDR049W_612"
"YDR049W",622,"YDR049W_622"
"YDR052C",117,"YDR052C_117"
"YDR052C",141,"YDR052C_141"
"YDR052C",321,"YDR052C_321"
"YDR056C",133,"YDR056C_133"
"YDR058C",127,"YDR058C_127"
"YDR060W",23,"YDR060W_23"
"YDR060W",519,"YDR060W_519"
"YDR060W",860,"YDR060W_860"
"YDR060W",988,"YDR060W_988"
"YDR062W",316,"YDR062W_316"
"YDR063W",12,"YDR063W_12"
"YDR064W",99,"YDR064W_99"
"YDR065W",86,"YDR065W_86"
"YDR065W",211,"YDR065W_211"
"YDR065W",323,"YDR065W_323"
"YDR067C",72,"YDR067C_72"
"YDR068W",226,"YDR068W_226"
"YDR068W",233,"YDR068W_233"
"YDR079W",101,"YDR079W_101"
"YDR082W",449,"YDR082W_449"
"YDR083W",21,"YDR083W_21"
"YDR083W",222,"YDR083W_222"
"YDR085C",405,"YDR085C_405"
"YDR088C",188,"YDR088C_188"
"YDR088C",335,"YDR088C_335"
"YDR089W",97,"YDR089W_97"
"YDR089W",130,"YDR089W_130"
"YDR091C",15,"YDR091C_15"
"YDR093W",148,"YDR093W_148"
"YDR093W",168,"YDR093W_168"
"YDR093W",335,"YDR093W_335"
